"province","health_region","date_report","cases","cumulative_cases"
"Saskatchewan","Central","25-01-2020",0,0
"Saskatchewan","Central","26-01-2020",0,0
"Saskatchewan","Central","27-01-2020",0,0
"Saskatchewan","Central","28-01-2020",0,0
"Saskatchewan","Central","29-01-2020",0,0
"Saskatchewan","Central","30-01-2020",0,0
"Saskatchewan","Central","31-01-2020",0,0
"Saskatchewan","Central","01-02-2020",0,0
"Saskatchewan","Central","02-02-2020",0,0
"Saskatchewan","Central","03-02-2020",0,0
"Saskatchewan","Central","04-02-2020",0,0
"Saskatchewan","Central","05-02-2020",0,0
"Saskatchewan","Central","06-02-2020",0,0
"Saskatchewan","Central","07-02-2020",0,0
"Saskatchewan","Central","08-02-2020",0,0
"Saskatchewan","Central","09-02-2020",0,0
"Saskatchewan","Central","10-02-2020",0,0
"Saskatchewan","Central","11-02-2020",0,0
"Saskatchewan","Central","12-02-2020",0,0
"Saskatchewan","Central","13-02-2020",0,0
"Saskatchewan","Central","14-02-2020",0,0
"Saskatchewan","Central","15-02-2020",0,0
"Saskatchewan","Central","16-02-2020",0,0
"Saskatchewan","Central","17-02-2020",0,0
"Saskatchewan","Central","18-02-2020",0,0
"Saskatchewan","Central","19-02-2020",0,0
"Saskatchewan","Central","20-02-2020",0,0
"Saskatchewan","Central","21-02-2020",0,0
"Saskatchewan","Central","22-02-2020",0,0
"Saskatchewan","Central","23-02-2020",0,0
"Saskatchewan","Central","24-02-2020",0,0
"Saskatchewan","Central","25-02-2020",0,0
"Saskatchewan","Central","26-02-2020",0,0
"Saskatchewan","Central","27-02-2020",0,0
"Saskatchewan","Central","28-02-2020",0,0
"Saskatchewan","Central","29-02-2020",0,0
"Saskatchewan","Central","01-03-2020",0,0
"Saskatchewan","Central","02-03-2020",0,0
"Saskatchewan","Central","03-03-2020",0,0
"Saskatchewan","Central","04-03-2020",0,0
"Saskatchewan","Central","05-03-2020",0,0
"Saskatchewan","Central","06-03-2020",0,0
"Saskatchewan","Central","07-03-2020",0,0
"Saskatchewan","Central","08-03-2020",0,0
"Saskatchewan","Central","09-03-2020",0,0
"Saskatchewan","Central","10-03-2020",0,0
"Saskatchewan","Central","11-03-2020",0,0
"Saskatchewan","Central","12-03-2020",0,0
"Saskatchewan","Central","13-03-2020",0,0
"Saskatchewan","Central","14-03-2020",0,0
"Saskatchewan","Central","15-03-2020",0,0
"Saskatchewan","Central","16-03-2020",0,0
"Saskatchewan","Central","17-03-2020",0,0
"Saskatchewan","Central","18-03-2020",0,0
"Saskatchewan","Central","19-03-2020",0,0
"Saskatchewan","Central","20-03-2020",0,0
"Saskatchewan","Central","21-03-2020",0,0
"Saskatchewan","Central","22-03-2020",1,1
"Saskatchewan","Central","23-03-2020",0,1
"Saskatchewan","Central","24-03-2020",0,1
"Saskatchewan","Central","25-03-2020",2,3
"Saskatchewan","Central","26-03-2020",0,3
"Saskatchewan","Central","27-03-2020",5,8
"Saskatchewan","Central","28-03-2020",1,9
"Saskatchewan","Central","29-03-2020",0,9
"Saskatchewan","Central","30-03-2020",0,9
"Saskatchewan","Central","31-03-2020",0,9
"Saskatchewan","Central","01-04-2020",0,9
"Saskatchewan","Central","02-04-2020",0,9
"Saskatchewan","Central","03-04-2020",0,9
"Saskatchewan","Central","04-04-2020",1,10
"Saskatchewan","Central","05-04-2020",0,10
"Saskatchewan","Central","06-04-2020",0,10
"Saskatchewan","Central","07-04-2020",0,10
"Saskatchewan","Central","08-04-2020",0,10
"Saskatchewan","Central","09-04-2020",0,10
"Saskatchewan","Central","10-04-2020",0,10
"Saskatchewan","Central","11-04-2020",0,10
"Saskatchewan","Central","12-04-2020",0,10
"Saskatchewan","Central","13-04-2020",0,10
"Saskatchewan","Central","14-04-2020",0,10
"Saskatchewan","Central","15-04-2020",0,10
"Saskatchewan","Central","16-04-2020",0,10
"Saskatchewan","Central","17-04-2020",0,10
"Saskatchewan","Central","18-04-2020",1,11
"Saskatchewan","Central","19-04-2020",0,11
"Saskatchewan","Central","20-04-2020",0,11
"Saskatchewan","Central","21-04-2020",0,11
"Saskatchewan","Central","22-04-2020",0,11
"Saskatchewan","Central","23-04-2020",0,11
"Saskatchewan","Central","24-04-2020",0,11
"Saskatchewan","Central","25-04-2020",0,11
"Saskatchewan","Central","26-04-2020",0,11
"Saskatchewan","Central","27-04-2020",0,11
"Saskatchewan","Central","28-04-2020",0,11
"Saskatchewan","Central","29-04-2020",0,11
"Saskatchewan","Central","30-04-2020",0,11
"Saskatchewan","Central","01-05-2020",0,11
"Saskatchewan","Central","02-05-2020",0,11
"Saskatchewan","Central","03-05-2020",0,11
"Saskatchewan","Central","04-05-2020",0,11
"Saskatchewan","Central","05-05-2020",0,11
"Saskatchewan","Central","06-05-2020",0,11
"Saskatchewan","Central","07-05-2020",0,11
"Saskatchewan","Central","08-05-2020",0,11
"Saskatchewan","Central","09-05-2020",1,12
"Saskatchewan","Central","10-05-2020",0,12
"Saskatchewan","Central","11-05-2020",0,12
"Saskatchewan","Central","12-05-2020",0,12
"Saskatchewan","Central","13-05-2020",0,12
"Saskatchewan","Central","14-05-2020",0,12
"Saskatchewan","Central","15-05-2020",0,12
"Saskatchewan","Central","16-05-2020",0,12
"Saskatchewan","Central","17-05-2020",0,12
"Saskatchewan","Central","18-05-2020",0,12
"Saskatchewan","Central","19-05-2020",0,12
"Saskatchewan","Central","20-05-2020",0,12
"Saskatchewan","Central","21-05-2020",0,12
"Saskatchewan","Central","22-05-2020",0,12
"Saskatchewan","Central","23-05-2020",0,12
"Saskatchewan","Central","24-05-2020",0,12
"Saskatchewan","Central","25-05-2020",0,12
"Saskatchewan","Central","26-05-2020",0,12
"Saskatchewan","Central","27-05-2020",0,12
"Saskatchewan","Central","28-05-2020",0,12
"Saskatchewan","Central","29-05-2020",0,12
"Saskatchewan","Central","30-05-2020",0,12
"Saskatchewan","Central","31-05-2020",0,12
"Saskatchewan","Central","01-06-2020",0,12
"Saskatchewan","Central","02-06-2020",0,12
"Saskatchewan","Central","03-06-2020",0,12
"Saskatchewan","Central","04-06-2020",0,12
"Saskatchewan","Central","05-06-2020",0,12
"Saskatchewan","Central","06-06-2020",0,12
