"province","date_recovered","recovered","cumulative_recovered"
"New Brunswick","05-04-2020",0,28
"New Brunswick","06-04-2020",2,30
"New Brunswick","07-04-2020",9,39
"New Brunswick","08-04-2020",11,50
"New Brunswick","09-04-2020",3,53
"New Brunswick","10-04-2020",7,60
"New Brunswick","11-04-2020",10,70
"New Brunswick","12-04-2020",0,70
"New Brunswick","13-04-2020",4,74
"New Brunswick","14-04-2020",1,75
"New Brunswick","15-04-2020",2,77
"New Brunswick","16-04-2020",3,80
"New Brunswick","17-04-2020",3,83
"New Brunswick","18-04-2020",4,87
"New Brunswick","19-04-2020",5,92
"New Brunswick","20-04-2020",6,98
"New Brunswick","21-04-2020",4,102
"New Brunswick","22-04-2020",2,104
"New Brunswick","23-04-2020",0,104
"New Brunswick","24-04-2020",3,107
"New Brunswick","25-04-2020",0,107
"New Brunswick","26-04-2020",4,111
"New Brunswick","27-04-2020",1,112
"New Brunswick","28-04-2020",2,114
"New Brunswick","29-04-2020",0,114
"New Brunswick","30-04-2020",0,114
"New Brunswick","01-05-2020",2,116
"New Brunswick","02-05-2020",2,118
"New Brunswick","03-05-2020",0,118
"New Brunswick","04-05-2020",0,118
"New Brunswick","05-05-2020",0,118
"New Brunswick","06-05-2020",0,118
"New Brunswick","07-05-2020",0,118
"New Brunswick","08-05-2020",0,118
"New Brunswick","09-05-2020",0,118
"New Brunswick","10-05-2020",0,118
"New Brunswick","11-05-2020",0,118
"New Brunswick","12-05-2020",0,118
"New Brunswick","13-05-2020",0,118
"New Brunswick","14-05-2020",0,118
"New Brunswick","15-05-2020",1,119
"New Brunswick","16-05-2020",1,120
"New Brunswick","17-05-2020",0,120
"New Brunswick","18-05-2020",0,120
"New Brunswick","19-05-2020",0,120
"New Brunswick","20-05-2020",0,120
"New Brunswick","21-05-2020",0,120
"New Brunswick","22-05-2020",0,120
"New Brunswick","23-05-2020",0,120
"New Brunswick","24-05-2020",0,120
"New Brunswick","25-05-2020",0,120
"New Brunswick","26-05-2020",0,120
"New Brunswick","27-05-2020",0,120
"New Brunswick","28-05-2020",0,120
"New Brunswick","29-05-2020",0,120
"New Brunswick","30-05-2020",0,120
"New Brunswick","31-05-2020",0,120
"New Brunswick","01-06-2020",0,120
"New Brunswick","02-06-2020",0,120
"New Brunswick","03-06-2020",0,120
"New Brunswick","04-06-2020",0,120
"New Brunswick","05-06-2020",1,121
"New Brunswick","06-06-2020",0,121
"New Brunswick","07-06-2020",0,121
"New Brunswick","08-06-2020",0,121
"New Brunswick","09-06-2020",0,121
"New Brunswick","10-06-2020",0,121
"New Brunswick","11-06-2020",2,123
"New Brunswick","12-06-2020",2,125
"New Brunswick","13-06-2020",1,126
"New Brunswick","14-06-2020",3,129
"New Brunswick","15-06-2020",0,129
"New Brunswick","16-06-2020",2,131
"New Brunswick","17-06-2020",2,133
"New Brunswick","18-06-2020",2,135
"New Brunswick","19-06-2020",0,135
"New Brunswick","20-06-2020",0,135
"New Brunswick","21-06-2020",0,135
"New Brunswick","22-06-2020",0,135
"New Brunswick","23-06-2020",8,143
"New Brunswick","24-06-2020",4,147
"New Brunswick","25-06-2020",2,149
"New Brunswick","26-06-2020",1,150
"New Brunswick","27-06-2020",4,154
"New Brunswick","28-06-2020",4,158
"New Brunswick","29-06-2020",0,158
"New Brunswick","30-06-2020",1,159
"New Brunswick","01-07-2020",1,160
"New Brunswick","02-07-2020",0,160
"New Brunswick","03-07-2020",1,161
"New Brunswick","04-07-2020",1,162
"New Brunswick","05-07-2020",0,162
"New Brunswick","06-07-2020",0,162
"New Brunswick","07-07-2020",0,162
"New Brunswick","08-07-2020",0,162
"New Brunswick","09-07-2020",1,163
"New Brunswick","10-07-2020",0,163
"New Brunswick","11-07-2020",0,163
"New Brunswick","12-07-2020",0,163
"New Brunswick","13-07-2020",0,163
"New Brunswick","14-07-2020",0,163
"New Brunswick","15-07-2020",0,163
"New Brunswick","16-07-2020",0,163
"New Brunswick","17-07-2020",0,163
"New Brunswick","18-07-2020",0,163
"New Brunswick","19-07-2020",0,163
"New Brunswick","20-07-2020",0,163
"New Brunswick","21-07-2020",0,163
"New Brunswick","22-07-2020",2,165
"New Brunswick","23-07-2020",0,165
"New Brunswick","24-07-2020",0,165
"New Brunswick","25-07-2020",0,165
"New Brunswick","26-07-2020",0,165
"New Brunswick","27-07-2020",0,165
"New Brunswick","28-07-2020",0,165
"New Brunswick","29-07-2020",0,165
"New Brunswick","30-07-2020",1,166
"New Brunswick","31-07-2020",0,166
"New Brunswick","01-08-2020",0,166
"New Brunswick","02-08-2020",0,166
"New Brunswick","03-08-2020",2,168
"New Brunswick","04-08-2020",0,168
"New Brunswick","05-08-2020",0,168
"New Brunswick","06-08-2020",0,168
"New Brunswick","07-08-2020",0,168
"New Brunswick","08-08-2020",0,168
"New Brunswick","09-08-2020",0,168
"New Brunswick","10-08-2020",0,168
"New Brunswick","11-08-2020",0,168
"New Brunswick","12-08-2020",0,168
"New Brunswick","13-08-2020",1,169
"New Brunswick","14-08-2020",0,169
"New Brunswick","15-08-2020",0,169
"New Brunswick","16-08-2020",0,169
"New Brunswick","17-08-2020",0,169
"New Brunswick","18-08-2020",2,171
"New Brunswick","19-08-2020",1,172
"New Brunswick","20-08-2020",6,178
"New Brunswick","21-08-2020",0,178
"New Brunswick","22-08-2020",0,178
"New Brunswick","23-08-2020",0,178
"New Brunswick","24-08-2020",0,178
"New Brunswick","25-08-2020",0,178
"New Brunswick","26-08-2020",2,180
"New Brunswick","27-08-2020",1,181
"New Brunswick","28-08-2020",1,182
"New Brunswick","29-08-2020",1,183
"New Brunswick","30-08-2020",2,185
"New Brunswick","31-08-2020",0,185
"New Brunswick","01-09-2020",1,186
"New Brunswick","02-09-2020",0,186
"New Brunswick","03-09-2020",0,186
"New Brunswick","04-09-2020",0,186
"New Brunswick","05-09-2020",0,186
"New Brunswick","06-09-2020",1,187
"New Brunswick","07-09-2020",0,187
"New Brunswick","08-09-2020",1,188
"New Brunswick","09-09-2020",0,188
"New Brunswick","10-09-2020",0,188
"New Brunswick","11-09-2020",1,189
"New Brunswick","12-09-2020",0,189
"New Brunswick","13-09-2020",0,189
"New Brunswick","14-09-2020",0,189
"New Brunswick","15-09-2020",0,189
"New Brunswick","16-09-2020",0,189
"New Brunswick","17-09-2020",1,190
"New Brunswick","18-09-2020",1,191
"New Brunswick","19-09-2020",0,191
"New Brunswick","20-09-2020",0,191
"New Brunswick","21-09-2020",0,191
"New Brunswick","22-09-2020",0,191
"New Brunswick","23-09-2020",0,191
"New Brunswick","24-09-2020",0,191
"New Brunswick","25-09-2020",0,191
"New Brunswick","26-09-2020",0,191
"New Brunswick","27-09-2020",0,191
"New Brunswick","28-09-2020",0,191
"New Brunswick","29-09-2020",1,192
"New Brunswick","30-09-2020",0,192
"New Brunswick","01-10-2020",0,192
"New Brunswick","02-10-2020",1,193
"New Brunswick","03-10-2020",0,193
"New Brunswick","04-10-2020",3,196
"New Brunswick","05-10-2020",0,196
"New Brunswick","06-10-2020",2,198
"New Brunswick","07-10-2020",0,198
"New Brunswick","08-10-2020",1,199
"New Brunswick","09-10-2020",0,199
"New Brunswick","10-10-2020",0,199
"New Brunswick","11-10-2020",0,199
"New Brunswick","12-10-2020",1,200
"New Brunswick","13-10-2020",0,200
"New Brunswick","14-10-2020",0,200
"New Brunswick","15-10-2020",1,201
"New Brunswick","16-10-2020",2,203
"New Brunswick","17-10-2020",0,203
"New Brunswick","18-10-2020",0,203
"NL","12-02-2020",0,0
"NL","13-02-2020",0,0
"NL","14-02-2020",0,0
"NL","15-02-2020",0,0
"NL","16-02-2020",0,0
"NL","17-02-2020",0,0
"NL","18-02-2020",0,0
"NL","19-02-2020",0,0
"NL","20-02-2020",0,0
"NL","21-02-2020",0,0
"NL","22-02-2020",0,0
"NL","23-02-2020",0,0
"NL","24-02-2020",0,0
"NL","25-02-2020",0,0
"NL","26-02-2020",0,0
"NL","27-02-2020",0,0
"NL","28-02-2020",0,0
"NL","29-02-2020",0,0
"NL","01-03-2020",0,0
"NL","02-03-2020",0,0
"NL","03-03-2020",0,0
"NL","04-03-2020",0,0
"NL","05-03-2020",0,0
"NL","06-03-2020",0,0
"NL","07-03-2020",0,0
"NL","08-03-2020",0,0
"NL","09-03-2020",0,0
"NL","10-03-2020",0,0
"NL","11-03-2020",0,0
"NL","12-03-2020",0,0
"NL","13-03-2020",0,0
"NL","14-03-2020",0,0
"NL","15-03-2020",0,0
"NL","16-03-2020",0,0
"NL","17-03-2020",0,0
"NL","18-03-2020",0,0
"NL","19-03-2020",0,0
"NL","20-03-2020",0,0
"NL","21-03-2020",0,0
"NL","22-03-2020",0,0
"NL","23-03-2020",0,0
"NL","24-03-2020",0,0
"NL","25-03-2020",0,0
"NL","26-03-2020",0,0
"NL","27-03-2020",1,1
"NL","28-03-2020",3,4
"NL","29-03-2020",0,4
"NL","30-03-2020",3,7
"NL","31-03-2020",0,7
"NL","01-04-2020",3,10
"NL","02-04-2020",0,10
"NL","03-04-2020",1,11
"NL","04-04-2020",7,18
"NL","05-04-2020",10,28
"NL","06-04-2020",4,32
"NL","07-04-2020",17,49
"NL","08-04-2020",25,74
"NL","09-04-2020",22,96
"NL","10-04-2020",7,103
"NL","11-04-2020",17,120
"NL","12-04-2020",9,129
"NL","13-04-2020",4,133
"NL","14-04-2020",16,149
"NL","15-04-2020",10,159
"NL","16-04-2020",11,170
"NL","17-04-2020",6,176
"NL","18-04-2020",13,189
"NL","19-04-2020",2,191
"NL","20-04-2020",0,191
"NL","21-04-2020",3,194
"NL","22-04-2020",5,199
"NL","23-04-2020",6,205
"NL","24-04-2020",2,207
"NL","25-04-2020",1,208
"NL","26-04-2020",11,219
"NL","27-04-2020",2,221
"NL","28-04-2020",1,222
"NL","29-04-2020",3,225
"NL","30-04-2020",0,225
"NL","01-05-2020",5,230
"NL","02-05-2020",1,231
"NL","03-05-2020",1,232
"NL","04-05-2020",1,233
"NL","05-05-2020",8,241
"NL","06-05-2020",3,244
"NL","07-05-2020",0,244
"NL","08-05-2020",0,244
"NL","09-05-2020",0,244
"NL","10-05-2020",0,244
"NL","11-05-2020",0,244
"NL","12-05-2020",3,247
"NL","13-05-2020",0,247
"NL","14-05-2020",1,248
"NL","15-05-2020",0,248
"NL","16-05-2020",1,249
"NL","17-05-2020",0,249
"NL","18-05-2020",0,249
"NL","19-05-2020",1,250
"NL","20-05-2020",3,253
"NL","21-05-2020",0,253
"NL","22-05-2020",0,253
"NL","23-05-2020",1,254
"NL","24-05-2020",0,254
"NL","25-05-2020",0,254
"NL","26-05-2020",1,255
"NL","27-05-2020",0,255
"NL","28-05-2020",0,255
"NL","29-05-2020",0,255
"NL","30-05-2020",0,255
"NL","31-05-2020",0,255
"NL","01-06-2020",0,255
"NL","02-06-2020",1,256
"NL","03-06-2020",0,256
"NL","04-06-2020",0,256
"NL","05-06-2020",0,256
"NL","06-06-2020",0,256
"NL","07-06-2020",0,256
"NL","08-06-2020",0,256
"NL","09-06-2020",0,256
"NL","10-06-2020",0,256
"NL","11-06-2020",0,256
"NL","12-06-2020",0,256
"NL","13-06-2020",0,256
"NL","14-06-2020",0,256
"NL","15-06-2020",1,257
"NL","16-06-2020",0,257
"NL","17-06-2020",0,257
"NL","18-06-2020",1,258
"NL","19-06-2020",0,258
"NL","20-06-2020",0,258
"NL","21-06-2020",0,258
"NL","22-06-2020",0,258
"NL","23-06-2020",0,258
"NL","24-06-2020",0,258
"NL","25-06-2020",0,258
"NL","26-06-2020",0,258
"NL","27-06-2020",0,258
"NL","28-06-2020",0,258
"NL","29-06-2020",0,258
"NL","30-06-2020",0,258
"NL","01-07-2020",0,258
"NL","02-07-2020",0,258
"NL","03-07-2020",0,258
"NL","04-07-2020",0,258
"NL","05-07-2020",0,258
"NL","06-07-2020",0,258
"NL","07-07-2020",0,258
"NL","08-07-2020",0,258
"NL","09-07-2020",0,258
"NL","10-07-2020",0,258
"NL","11-07-2020",0,258
"NL","12-07-2020",0,258
"NL","13-07-2020",0,258
"NL","14-07-2020",0,258
"NL","15-07-2020",0,258
"NL","16-07-2020",0,258
"NL","17-07-2020",1,259
"NL","18-07-2020",0,259
"NL","19-07-2020",0,259
"NL","20-07-2020",0,259
"NL","21-07-2020",0,259
"NL","22-07-2020",0,259
"NL","23-07-2020",0,259
"NL","24-07-2020",0,259
"NL","25-07-2020",0,259
"NL","26-07-2020",0,259
"NL","27-07-2020",0,259
"NL","28-07-2020",0,259
"NL","29-07-2020",0,259
"NL","30-07-2020",0,259
"NL","31-07-2020",0,259
"NL","01-08-2020",0,259
"NL","02-08-2020",0,259
"NL","03-08-2020",0,259
"NL","04-08-2020",1,260
"NL","05-08-2020",3,263
"NL","06-08-2020",0,263
"NL","07-08-2020",0,263
"NL","08-08-2020",0,263
"NL","09-08-2020",0,263
"NL","10-08-2020",0,263
"NL","11-08-2020",0,263
"NL","12-08-2020",0,263
"NL","13-08-2020",0,263
"NL","14-08-2020",0,263
"NL","15-08-2020",0,263
"NL","16-08-2020",0,263
"NL","17-08-2020",0,263
"NL","18-08-2020",0,263
"NL","19-08-2020",0,263
"NL","20-08-2020",0,263
"NL","21-08-2020",2,265
"NL","22-08-2020",0,265
"NL","23-08-2020",0,265
"NL","24-08-2020",0,265
"NL","25-08-2020",0,265
"NL","26-08-2020",0,265
"NL","27-08-2020",0,265
"NL","28-08-2020",0,265
"NL","29-08-2020",0,265
"NL","30-08-2020",0,265
"NL","31-08-2020",0,265
"NL","01-09-2020",0,265
"NL","02-09-2020",0,265
"NL","03-09-2020",0,265
"NL","04-09-2020",0,265
"NL","05-09-2020",0,265
"NL","06-09-2020",0,265
"NL","07-09-2020",0,265
"NL","08-09-2020",0,265
"NL","09-09-2020",1,266
"NL","10-09-2020",0,266
"NL","11-09-2020",0,266
"NL","12-09-2020",0,266
"NL","13-09-2020",0,266
"NL","14-09-2020",0,266
"NL","15-09-2020",0,266
"NL","16-09-2020",1,267
"NL","17-09-2020",0,267
"NL","18-09-2020",0,267
"NL","19-09-2020",0,267
"NL","20-09-2020",1,268
"NL","21-09-2020",0,268
"NL","22-09-2020",0,268
"NL","23-09-2020",0,268
"NL","24-09-2020",0,268
"NL","25-09-2020",0,268
"NL","26-09-2020",0,268
"NL","27-09-2020",0,268
"NL","28-09-2020",0,268
"NL","29-09-2020",0,268
"NL","30-09-2020",1,269
"NL","01-10-2020",0,269
"NL","02-10-2020",0,269
"NL","03-10-2020",0,269
"NL","04-10-2020",0,269
"NL","05-10-2020",0,269
"NL","06-10-2020",0,269
"NL","07-10-2020",0,269
"NL","08-10-2020",0,269
"NL","09-10-2020",0,269
"NL","10-10-2020",0,269
"NL","11-10-2020",0,269
"NL","12-10-2020",1,270
"NL","13-10-2020",1,271
"NL","14-10-2020",0,271
"NL","15-10-2020",0,271
"NL","16-10-2020",0,271
"NL","17-10-2020",1,272
"NL","18-10-2020",0,272
"Nova Scotia","12-02-2020",0,0
"Nova Scotia","13-02-2020",0,0
"Nova Scotia","14-02-2020",0,0
"Nova Scotia","15-02-2020",0,0
"Nova Scotia","16-02-2020",0,0
"Nova Scotia","17-02-2020",0,0
"Nova Scotia","18-02-2020",0,0
"Nova Scotia","19-02-2020",0,0
"Nova Scotia","20-02-2020",0,0
"Nova Scotia","21-02-2020",0,0
"Nova Scotia","22-02-2020",0,0
"Nova Scotia","23-02-2020",0,0
"Nova Scotia","24-02-2020",0,0
"Nova Scotia","25-02-2020",0,0
"Nova Scotia","26-02-2020",0,0
"Nova Scotia","27-02-2020",0,0
"Nova Scotia","28-02-2020",0,0
"Nova Scotia","29-02-2020",0,0
"Nova Scotia","01-03-2020",0,0
"Nova Scotia","02-03-2020",0,0
"Nova Scotia","03-03-2020",0,0
"Nova Scotia","04-03-2020",0,0
"Nova Scotia","05-03-2020",0,0
"Nova Scotia","06-03-2020",0,0
"Nova Scotia","07-03-2020",0,0
"Nova Scotia","08-03-2020",0,0
"Nova Scotia","09-03-2020",0,0
"Nova Scotia","10-03-2020",0,0
"Nova Scotia","11-03-2020",0,0
"Nova Scotia","12-03-2020",0,0
"Nova Scotia","13-03-2020",0,0
"Nova Scotia","14-03-2020",0,0
"Nova Scotia","15-03-2020",0,0
"Nova Scotia","16-03-2020",0,0
"Nova Scotia","17-03-2020",0,0
"Nova Scotia","18-03-2020",0,0
"Nova Scotia","19-03-2020",0,0
"Nova Scotia","20-03-2020",0,0
"Nova Scotia","21-03-2020",0,0
"Nova Scotia","22-03-2020",0,0
"Nova Scotia","23-03-2020",0,0
"Nova Scotia","24-03-2020",1,1
"Nova Scotia","25-03-2020",1,2
"Nova Scotia","26-03-2020",0,2
"Nova Scotia","27-03-2020",1,3
"Nova Scotia","28-03-2020",1,4
"Nova Scotia","29-03-2020",3,7
"Nova Scotia","30-03-2020",3,10
"Nova Scotia","31-03-2020",0,10
"Nova Scotia","01-04-2020",1,11
"Nova Scotia","02-04-2020",5,16
"Nova Scotia","03-04-2020",5,21
"Nova Scotia","04-04-2020",29,50
"Nova Scotia","05-04-2020",3,53
"Nova Scotia","06-04-2020",11,64
"Nova Scotia","07-04-2020",2,66
"Nova Scotia","08-04-2020",11,77
"Nova Scotia","09-04-2020",5,82
"Nova Scotia","10-04-2020",11,93
"Nova Scotia","11-04-2020",2,95
"Nova Scotia","12-04-2020",2,97
"Nova Scotia","13-04-2020",4,101
"Nova Scotia","14-04-2020",23,124
"Nova Scotia","15-04-2020",13,137
"Nova Scotia","16-04-2020",39,176
"Nova Scotia","17-04-2020",1,177
"Nova Scotia","18-04-2020",7,184
"Nova Scotia","19-04-2020",16,200
"Nova Scotia","20-04-2020",48,248
"Nova Scotia","21-04-2020",38,286
"Nova Scotia","22-04-2020",44,330
"Nova Scotia","23-04-2020",28,358
"Nova Scotia","24-04-2020",34,392
"Nova Scotia","25-04-2020",20,412
"Nova Scotia","26-04-2020",27,439
"Nova Scotia","27-04-2020",70,509
"Nova Scotia","28-04-2020",13,522
"Nova Scotia","29-04-2020",7,529
"Nova Scotia","30-04-2020",16,545
"Nova Scotia","01-05-2020",47,592
"Nova Scotia","02-05-2020",17,609
"Nova Scotia","03-05-2020",15,624
"Nova Scotia","04-05-2020",14,638
"Nova Scotia","05-05-2020",14,652
"Nova Scotia","06-05-2020",9,661
"Nova Scotia","07-05-2020",47,708
"Nova Scotia","08-05-2020",14,722
"Nova Scotia","09-05-2020",21,743
"Nova Scotia","10-05-2020",6,749
"Nova Scotia","11-05-2020",18,767
"Nova Scotia","12-05-2020",97,864
"Nova Scotia","13-05-2020",6,870
"Nova Scotia","14-05-2020",39,909
"Nova Scotia","15-05-2020",9,918
"Nova Scotia","16-05-2020",12,930
"Nova Scotia","17-05-2020",8,938
"Nova Scotia","18-05-2020",8,946
"Nova Scotia","19-05-2020",10,956
"Nova Scotia","20-05-2020",0,956
"Nova Scotia","21-05-2020",3,959
"Nova Scotia","22-05-2020",2,961
"Nova Scotia","23-05-2020",8,969
"Nova Scotia","24-05-2020",4,973
"Nova Scotia","25-05-2020",1,974
"Nova Scotia","26-05-2020",2,976
"Nova Scotia","27-05-2020",-1,975
"Nova Scotia","28-05-2020",2,977
"Nova Scotia","29-05-2020",1,978
"Nova Scotia","30-05-2020",0,978
"Nova Scotia","31-05-2020",3,981
"Nova Scotia","01-06-2020",3,984
"Nova Scotia","02-06-2020",8,992
"Nova Scotia","03-06-2020",1,993
"Nova Scotia","04-06-2020",1,994
"Nova Scotia","05-06-2020",0,994
"Nova Scotia","06-06-2020",0,994
"Nova Scotia","07-06-2020",0,994
"Nova Scotia","08-06-2020",0,994
"Nova Scotia","09-06-2020",0,994
"Nova Scotia","10-06-2020",0,994
"Nova Scotia","11-06-2020",1,995
"Nova Scotia","12-06-2020",0,995
"Nova Scotia","13-06-2020",1,996
"Nova Scotia","14-06-2020",0,996
"Nova Scotia","15-06-2020",0,996
"Nova Scotia","16-06-2020",1,997
"Nova Scotia","17-06-2020",0,997
"Nova Scotia","18-06-2020",0,997
"Nova Scotia","19-06-2020",1,998
"Nova Scotia","20-06-2020",0,998
"Nova Scotia","21-06-2020",0,998
"Nova Scotia","22-06-2020",0,998
"Nova Scotia","23-06-2020",0,998
"Nova Scotia","24-06-2020",0,998
"Nova Scotia","25-06-2020",0,998
"Nova Scotia","26-06-2020",0,998
"Nova Scotia","27-06-2020",0,998
"Nova Scotia","28-06-2020",0,998
"Nova Scotia","29-06-2020",0,998
"Nova Scotia","30-06-2020",0,998
"Nova Scotia","01-07-2020",0,998
"Nova Scotia","02-07-2020",0,998
"Nova Scotia","03-07-2020",0,998
"Nova Scotia","04-07-2020",0,998
"Nova Scotia","05-07-2020",0,998
"Nova Scotia","06-07-2020",0,998
"Nova Scotia","07-07-2020",0,998
"Nova Scotia","08-07-2020",0,998
"Nova Scotia","09-07-2020",1,999
"Nova Scotia","10-07-2020",1,1000
"Nova Scotia","11-07-2020",0,1000
"Nova Scotia","12-07-2020",0,1000
"Nova Scotia","13-07-2020",0,1000
"Nova Scotia","14-07-2020",2,1002
"Nova Scotia","15-07-2020",0,1002
"Nova Scotia","16-07-2020",0,1002
"Nova Scotia","17-07-2020",0,1002
"Nova Scotia","18-07-2020",0,1002
"Nova Scotia","19-07-2020",0,1002
"Nova Scotia","20-07-2020",1,1003
"Nova Scotia","21-07-2020",0,1003
"Nova Scotia","22-07-2020",0,1003
"Nova Scotia","23-07-2020",0,1003
"Nova Scotia","24-07-2020",0,1003
"Nova Scotia","25-07-2020",0,1003
"Nova Scotia","26-07-2020",1,1004
"Nova Scotia","27-07-2020",0,1004
"Nova Scotia","28-07-2020",0,1004
"Nova Scotia","29-07-2020",-1,1003
"Nova Scotia","30-07-2020",0,1003
"Nova Scotia","31-07-2020",0,1003
"Nova Scotia","01-08-2020",0,1003
"Nova Scotia","02-08-2020",0,1003
"Nova Scotia","03-08-2020",2,1005
"Nova Scotia","04-08-2020",0,1005
"Nova Scotia","05-08-2020",0,1005
"Nova Scotia","06-08-2020",0,1005
"Nova Scotia","07-08-2020",0,1005
"Nova Scotia","08-08-2020",0,1005
"Nova Scotia","09-08-2020",1,1006
"Nova Scotia","10-08-2020",1,1007
"Nova Scotia","11-08-2020",0,1007
"Nova Scotia","12-08-2020",0,1007
"Nova Scotia","13-08-2020",0,1007
"Nova Scotia","14-08-2020",0,1007
"Nova Scotia","15-08-2020",0,1007
"Nova Scotia","16-08-2020",0,1007
"Nova Scotia","17-08-2020",0,1007
"Nova Scotia","18-08-2020",0,1007
"Nova Scotia","19-08-2020",0,1007
"Nova Scotia","20-08-2020",0,1007
"Nova Scotia","21-08-2020",1,1008
"Nova Scotia","22-08-2020",0,1008
"Nova Scotia","23-08-2020",0,1008
"Nova Scotia","24-08-2020",0,1008
"Nova Scotia","25-08-2020",3,1011
"Nova Scotia","26-08-2020",0,1011
"Nova Scotia","27-08-2020",0,1011
"Nova Scotia","28-08-2020",2,1013
"Nova Scotia","29-08-2020",0,1013
"Nova Scotia","30-08-2020",0,1013
"Nova Scotia","31-08-2020",0,1013
"Nova Scotia","01-09-2020",1,1014
"Nova Scotia","02-09-2020",0,1014
"Nova Scotia","03-09-2020",0,1014
"Nova Scotia","04-09-2020",1,1015
"Nova Scotia","05-09-2020",0,1015
"Nova Scotia","06-09-2020",2,1017
"Nova Scotia","07-09-2020",0,1017
"Nova Scotia","08-09-2020",1,1018
"Nova Scotia","09-09-2020",0,1018
"Nova Scotia","10-09-2020",1,1019
"Nova Scotia","11-09-2020",0,1019
"Nova Scotia","12-09-2020",1,1020
"Nova Scotia","13-09-2020",0,1020
"Nova Scotia","14-09-2020",0,1020
"Nova Scotia","15-09-2020",0,1020
"Nova Scotia","16-09-2020",0,1020
"Nova Scotia","17-09-2020",0,1020
"Nova Scotia","18-09-2020",1,1021
"Nova Scotia","19-09-2020",0,1021
"Nova Scotia","20-09-2020",0,1021
"Nova Scotia","21-09-2020",0,1021
"Nova Scotia","22-09-2020",0,1021
"Nova Scotia","23-09-2020",0,1021
"Nova Scotia","24-09-2020",0,1021
"Nova Scotia","25-09-2020",0,1021
"Nova Scotia","26-09-2020",0,1021
"Nova Scotia","27-09-2020",0,1021
"Nova Scotia","28-09-2020",0,1021
"Nova Scotia","29-09-2020",0,1021
"Nova Scotia","30-09-2020",0,1021
"Nova Scotia","01-10-2020",0,1021
"Nova Scotia","02-10-2020",0,1021
"Nova Scotia","03-10-2020",0,1021
"Nova Scotia","04-10-2020",0,1021
"Nova Scotia","05-10-2020",0,1021
"Nova Scotia","06-10-2020",0,1021
"Nova Scotia","07-10-2020",0,1021
"Nova Scotia","08-10-2020",0,1021
"Nova Scotia","09-10-2020",0,1021
"Nova Scotia","10-10-2020",1,1022
"Nova Scotia","11-10-2020",1,1023
"Nova Scotia","12-10-2020",0,1023
"Nova Scotia","13-10-2020",0,1023
"Nova Scotia","14-10-2020",0,1023
"Nova Scotia","15-10-2020",1,1024
"Nova Scotia","16-10-2020",0,1024
"Nova Scotia","17-10-2020",1,1025
"Nova Scotia","18-10-2020",1,1026
"Nunavut","12-02-2020",0,0
"Nunavut","13-02-2020",0,0
"Nunavut","14-02-2020",0,0
"Nunavut","15-02-2020",0,0
"Nunavut","16-02-2020",0,0
"Nunavut","17-02-2020",0,0
"Nunavut","18-02-2020",0,0
"Nunavut","19-02-2020",0,0
"Nunavut","20-02-2020",0,0
"Nunavut","21-02-2020",0,0
"Nunavut","22-02-2020",0,0
"Nunavut","23-02-2020",0,0
"Nunavut","24-02-2020",0,0
"Nunavut","25-02-2020",0,0
"Nunavut","26-02-2020",0,0
"Nunavut","27-02-2020",0,0
"Nunavut","28-02-2020",0,0
"Nunavut","29-02-2020",0,0
"Nunavut","01-03-2020",0,0
"Nunavut","02-03-2020",0,0
"Nunavut","03-03-2020",0,0
"Nunavut","04-03-2020",0,0
"Nunavut","05-03-2020",0,0
"Nunavut","06-03-2020",0,0
"Nunavut","07-03-2020",0,0
"Nunavut","08-03-2020",0,0
"Nunavut","09-03-2020",0,0
"Nunavut","10-03-2020",0,0
"Nunavut","11-03-2020",0,0
"Nunavut","12-03-2020",0,0
"Nunavut","13-03-2020",0,0
"Nunavut","14-03-2020",0,0
"Nunavut","15-03-2020",0,0
"Nunavut","16-03-2020",0,0
"Nunavut","17-03-2020",0,0
"Nunavut","18-03-2020",0,0
"Nunavut","19-03-2020",0,0
"Nunavut","20-03-2020",0,0
"Nunavut","21-03-2020",0,0
"Nunavut","22-03-2020",0,0
"Nunavut","23-03-2020",0,0
"Nunavut","24-03-2020",0,0
"Nunavut","25-03-2020",0,0
"Nunavut","26-03-2020",0,0
"Nunavut","27-03-2020",0,0
"Nunavut","28-03-2020",0,0
"Nunavut","29-03-2020",0,0
"Nunavut","30-03-2020",0,0
"Nunavut","31-03-2020",0,0
"Nunavut","01-04-2020",0,0
"Nunavut","02-04-2020",0,0
"Nunavut","03-04-2020",0,0
"Nunavut","04-04-2020",0,0
"Nunavut","05-04-2020",0,0
"Nunavut","06-04-2020",0,0
"Nunavut","07-04-2020",0,0
"Nunavut","08-04-2020",0,0
"Nunavut","09-04-2020",0,0
"Nunavut","10-04-2020",0,0
"Nunavut","11-04-2020",0,0
"Nunavut","12-04-2020",0,0
"Nunavut","13-04-2020",0,0
"Nunavut","14-04-2020",0,0
"Nunavut","15-04-2020",0,0
"Nunavut","16-04-2020",0,0
"Nunavut","17-04-2020",0,0
"Nunavut","18-04-2020",0,0
"Nunavut","19-04-2020",0,0
"Nunavut","20-04-2020",0,0
"Nunavut","21-04-2020",0,0
"Nunavut","22-04-2020",0,0
"Nunavut","23-04-2020",0,0
"Nunavut","24-04-2020",0,0
"Nunavut","25-04-2020",0,0
"Nunavut","26-04-2020",0,0
"Nunavut","27-04-2020",0,0
