"province","date_active","cumulative_cases","cumulative_recovered","cumulative_deaths","active_cases","active_cases_change"
"BC","27-08-2020",5373,4253,204,916,13
"BC","28-08-2020",5497,4310,204,983,67
"BC","29-08-2020",5497,4310,204,983,0
"BC","30-08-2020",5497,4310,204,983,0
"BC","31-08-2020",5792,4406,208,1178,195
"BC","01-09-2020",5850,4505,209,1136,-42
"BC","02-09-2020",5953,4605,209,1139,3
"BC","03-09-2020",6042,4644,210,1188,49
"BC","04-09-2020",6163,4706,211,1246,58
"BC","05-09-2020",6163,4706,211,1246,0
"BC","06-09-2020",6163,4706,211,1246,0
"BC","07-09-2020",6163,4706,211,1246,0
"BC","08-09-2020",6591,4978,213,1400,154
"BC","09-09-2020",6691,5086,213,1392,-8
"BC","10-09-2020",6830,5190,213,1427,35
